,yyyy,periodQ,PerStatus,PerNo,Work Overtime,Business Trip A,Business Trip B,Number of leave A,Number of leave B
25814,2015,2015Q2,0,2235,0,2,0,1,0
25815,2015,2015Q3,0,2235,0,1,0,1,0
25816,2015,2015Q4,0,2110,3,1,0,7,0
25817,2015,2015Q3,0,2316,0,2,0,9,0
25818,2015,2015Q4,0,2235,0,1,0,9,0
25819,2015,2015Q4,0,2195,0,1,0,2,0
25820,2015,2015Q2,0,1072,3,1,0,7,0
25821,2015,2015Q4,0,1072,4,2,0,5,0
25822,2015,2015Q2,0,586,2,1,0,5,0
25823,2015,2015Q1,0,586,0,1,0,2,0
25824,2015,2015Q1,0,266,0,2,1,3,0
25825,2015,2015Q2,0,266,0,4,1,0,0
25826,2015,2015Q1,0,2237,0,2,0,7,0
25827,2015,2015Q2,0,2237,3,2,0,6,0
25828,2015,2015Q3,0,2237,1,4,0,0,0
25829,2015,2015Q1,0,1072,1,1,0,4,0
25830,2015,2015Q4,1,262,0,0,0,0,0
25831,2015,2015Q4,0,2219,0,1,2,5,0
25832,2015,2015Q4,0,2193,1,2,0,7,0
25833,2015,2015Q3,0,588,9,3,0,7,0
25834,2015,2015Q3,0,586,0,1,0,3,0
25835,2015,2015Q1,0,2202,0,0,0,0,0
25836,2015,2015Q4,0,2199,0,1,0,8,0
25837,2015,2015Q3,0,2199,0,0,0,3,0
25838,2015,2015Q2,0,2199,0,0,0,2,0
25839,2015,2015Q1,0,2199,0,0,0,4,0
25840,2015,2015Q1,0,2228,0,0,0,4,0
25841,2015,2015Q2,0,2228,0,0,0,3,0
25842,2015,2015Q3,0,2228,0,1,0,4,0
25843,2015,2015Q4,0,1056,0,1,0,3,0
25844,2015,2015Q2,0,2202,0,0,0,1,0
25845,2015,2015Q2,0,262,0,0,0,0,0
25846,2015,2015Q3,0,1056,0,1,0,7,0
25847,2015,2015Q4,0,2228,0,1,0,7,0
25848,2015,2015Q1,0,1071,0,1,0,8,0
25849,2015,2015Q2,0,1071,0,1,0,6,0
25850,2015,2015Q3,0,1071,0,2,0,6,0
25851,2015,2015Q4,0,1071,0,2,1,11,0
25852,2015,2015Q4,0,2196,0,4,0,0,0
25853,2015,2015Q3,0,2196,0,3,0,1,0
25854,2015,2015Q2,0,2196,0,2,0,7,0
25855,2015,2015Q1,0,2196,0,2,0,2,0
25856,2015,2015Q4,0,586,0,0,0,8,0
25857,2015,2015Q1,0,262,0,0,0,3,0
25858,2015,2015Q2,0,1056,0,1,0,2,0
25859,2015,2015Q3,0,266,0,4,1,4,0
25860,2015,2015Q1,0,1056,0,1,0,6,0
25861,2015,2015Q4,0,1075,0,0,0,10,10
25862,2015,2015Q2,0,2190,0,2,0,1,0
25863,2015,2015Q1,0,2190,0,3,0,5,0
25864,2015,2015Q1,0,2245,0,1,0,6,0
25865,2015,2015Q2,0,2245,1,2,0,5,0
25866,2015,2015Q3,0,2245,0,3,0,2,0
25867,2015,2015Q1,0,591,0,1,0,2,0
25868,2015,2015Q2,0,591,0,1,0,2,0
25869,2015,2015Q4,0,2245,0,3,0,4,0
25870,2015,2015Q4,0,2181,0,1,0,11,0
25871,2015,2015Q4,0,2190,6,1,0,2,0
25872,2015,2015Q3,0,1050,2,1,0,3,0
25873,2015,2015Q4,0,266,0,4,0,9,0
25874,2015,2015Q3,0,2181,0,1,0,3,0
25875,2015,2015Q4,1,591,0,1,0,6,0
25876,2015,2015Q1,0,2252,0,0,0,6,0
25877,2015,2015Q2,0,2252,0,1,0,5,0
25878,2015,2015Q3,0,2252,0,0,0,4,0
25879,2015,2015Q4,0,2252,0,1,0,4,0
25880,2015,2015Q1,0,269,8,3,0,4,0
25881,2015,2015Q2,0,269,11,4,0,2,0
25882,2015,2015Q3,0,269,7,3,0,3,0
25883,2015,2015Q2,0,2181,0,1,0,2,0
25884,2015,2015Q4,0,1050,1,1,0,6,0
25885,2015,2015Q1,0,2181,0,1,0,0,0
25886,2015,2015Q3,0,591,0,1,0,4,0
25887,2015,2015Q3,0,1072,5,1,0,1,0
25888,2015,2015Q2,0,1075,0,0,0,6,0
25889,2015,2015Q2,0,252,4,3,0,1,0
25890,2015,2015Q4,1,2192,4,1,0,7,0
25891,2015,2015Q2,0,1050,2,0,0,7,0
25892,2015,2015Q1,0,1050,2,1,0,2,0
25893,2015,2015Q3,0,2192,4,1,0,5,0
25894,2015,2015Q2,0,2192,6,1,0,0,0
25895,2015,2015Q1,0,2192,3,0,0,2,0
25896,2015,2015Q1,0,2238,0,1,0,10,0
25897,2015,2015Q3,0,1075,0,0,0,6,0
25898,2015,2015Q2,0,2238,0,4,0,3,0
25899,2015,2015Q4,0,2238,0,4,0,8,0
25900,2015,2015Q4,0,2217,0,0,0,3,0
25901,2015,2015Q1,0,2193,0,1,0,7,0
25902,2015,2015Q4,0,241,0,1,0,10,0
25903,2015,2015Q4,0,1049,6,5,0,4,0
25904,2015,2015Q3,0,1049,1,3,0,5,0
25905,2015,2015Q2,0,1049,0,3,2,6,0
25906,2015,2015Q2,0,241,0,2,0,0,0
25907,2015,2015Q1,0,241,0,1,0,0,0
25908,2015,2015Q1,0,1049,1,2,2,5,0
25909,2015,2015Q3,0,2238,0,2,0,13,0
25910,2015,2015Q3,0,2202,0,0,0,2,0
25911,2015,2015Q4,0,2202,0,0,0,9,0
25912,2015,2015Q4,0,2227,0,1,0,9,0
25913,2015,2015Q3,0,241,0,3,0,0,0
25914,2015,2015Q1,0,1075,0,0,0,10,0
25915,2015,2015Q2,0,2193,0,2,0,5,0
25916,2015,2015Q2,0,589,2,1,3,0,0
25917,2015,2015Q3,0,2193,0,2,0,5,0
25918,2015,2015Q3,0,589,3,1,0,4,0
25919,2015,2015Q4,0,589,12,1,0,8,0
25920,2015,2015Q4,0,249,4,2,0,7,0
25921,2015,2015Q3,0,249,7,1,0,5,0
25922,2015,2015Q3,0,252,3,5,0,2,0
25923,2015,2015Q3,0,2221,0,1,0,3,0
25924,2015,2015Q4,0,252,1,4,0,9,0
25925,2015,2015Q2,0,2217,0,0,0,5,0
25926,2015,2015Q1,0,2217,0,0,0,4,0
25927,2015,2015Q2,0,249,12,1,0,4,0
25928,2015,2015Q1,0,252,2,2,0,4,0
25929,2015,2015Q4,0,2221,0,1,0,7,0
25930,2015,2015Q1,0,249,1,1,0,2,0
25931,2015,2015Q1,0,2222,0,1,1,2,0
25932,2015,2015Q2,0,2222,0,2,1,2,0
25933,2015,2015Q3,0,2222,0,5,1,0,0
25934,2015,2015Q4,0,2222,0,4,1,6,0
25935,2015,2015Q3,0,2217,0,0,0,7,0
25936,2015,2015Q4,0,2216,0,1,2,11,0
25937,2015,2015Q2,0,2221,0,1,0,1,0
25938,2015,2015Q1,0,589,5,1,3,1,0
25939,2015,2015Q4,0,1066,0,0,0,2,0
25940,2015,2015Q4,1,588,15,4,0,5,0
25941,2015,2015Q4,0,587,0,0,0,4,0
25942,2015,2015Q3,0,587,0,0,0,4,0
25943,2015,2015Q3,0,2219,0,3,0,8,0
25944,2015,2015Q2,0,2219,0,2,0,2,0
25945,2015,2015Q3,0,2273,0,0,0,7,0
25946,2015,2015Q1,0,2220,0,2,0,2,0
25947,2015,2015Q2,0,2220,0,1,0,7,0
25948,2015,2015Q1,0,2221,0,3,0,5,0
25949,2015,2015Q3,0,2220,0,2,0,4,0
25950,2015,2015Q2,0,588,10,2,2,2,0
25951,2015,2015Q1,0,588,10,3,0,5,0
25952,2015,2015Q3,0,2218,0,0,0,3,0
25953,2015,2015Q4,0,2220,0,2,0,5,0
25954,2015,2015Q2,0,2218,0,0,0,8,0
25955,2015,2015Q4,0,2206,1,4,0,9,0
25956,2015,2015Q1,0,2218,0,0,0,4,0
25957,2015,2015Q1,0,1066,0,0,0,4,0
25958,2015,2015Q3,0,1063,0,1,0,11,0
25959,2015,2015Q1,0,1063,0,1,0,6,0
25960,2015,2015Q4,0,2218,0,0,0,7,0
25961,2015,2015Q1,0,1068,0,0,0,4,0
25962,2015,2015Q1,0,2223,0,2,0,4,0
25963,2015,2015Q2,0,2223,0,2,0,7,0
25964,2015,2015Q2,0,1069,0,0,0,3,0
25965,2015,2015Q3,0,1069,0,0,0,0,0
25966,2015,2015Q4,0,1069,2,0,0,7,0
25967,2015,2015Q1,0,259,0,1,0,6,0
25968,2015,2015Q4,0,1063,0,1,0,8,0
25969,2015,2015Q4,0,1068,0,2,0,8,0
25970,2015,2015Q2,0,1063,0,2,0,5,0
25971,2015,2015Q2,0,587,0,0,0,5,0
25972,2015,2015Q1,0,2219,0,2,0,3,0
25973,2015,2015Q3,0,2206,0,4,0,1,0
25974,2015,2015Q1,0,245,0,0,0,0,0
25975,2015,2015Q3,0,2225,0,1,0,2,0
25976,2015,2015Q1,0,2206,3,1,0,15,0
25977,2015,2015Q3,0,259,0,2,0,6,0
25978,2015,2015Q4,0,259,0,2,0,4,0
25979,2015,2015Q1,0,1070,0,1,0,2,0
25980,2015,2015Q2,0,1070,2,0,0,1,0
25981,2015,2015Q3,0,1070,1,0,0,2,0
25982,2015,2015Q4,0,1070,5,0,0,6,0
25983,2015,2015Q2,0,2206,3,3,2,4,0
25984,2015,2015Q1,0,2227,0,2,0,2,0
25985,2015,2015Q2,0,259,0,2,0,3,0
25986,2015,2015Q3,0,2227,0,2,0,2,0
25987,2015,2015Q2,0,245,0,0,0,1,0
25988,2015,2015Q3,0,245,0,0,0,6,0
25989,2015,2015Q4,0,245,0,1,0,9,0
25990,2015,2015Q3,0,2223,0,3,0,1,0
25991,2015,2015Q4,0,2223,0,2,0,5,0
25992,2015,2015Q2,0,1068,0,1,0,2,0
25993,2015,2015Q3,0,1068,0,1,0,2,0
25994,2015,2015Q1,0,1489,0,1,0,4,0
25995,2015,2015Q2,0,2216,0,0,0,1,0
25996,2015,2015Q2,0,2227,0,1,0,1,0
25997,2015,2015Q1,0,2216,0,0,0,2,0
25998,2015,2015Q4,0,2225,0,1,0,6,0
25999,2015,2015Q2,0,2225,0,1,0,4,0
26000,2015,2015Q1,0,587,0,0,0,5,0
26001,2015,2015Q1,0,228,0,0,0,2,0
26002,2015,2015Q2,0,1060,3,0,0,1,0
26003,2015,2015Q1,0,1060,0,0,0,0,0
26004,2015,2015Q4,0,2215,0,1,0,2,0
26005,2015,2015Q3,0,2215,0,4,0,7,0
26006,2015,2015Q1,0,2224,0,1,0,5,0
26007,2015,2015Q2,0,2224,2,1,0,2,0
26008,2015,2015Q3,0,2224,2,1,0,1,0
26009,2015,2015Q4,0,2224,2,1,2,9,0
26010,2015,2015Q2,0,2215,0,2,0,3,0
26011,2015,2015Q1,0,2215,0,1,0,6,0
26012,2015,2015Q1,0,1069,0,0,0,7,0
26013,2015,2015Q3,0,1060,8,0,0,0,0
26014,2015,2015Q1,0,1080,0,0,2,3,0
26015,2015,2015Q2,0,1080,0,0,3,3,0
26016,2015,2015Q4,0,1080,0,1,0,4,0
26017,2015,2015Q4,0,2157,2,2,0,5,0
26018,2015,2015Q3,0,2157,0,1,0,9,0
26019,2015,2015Q2,0,2157,0,1,2,7,0
26020,2015,2015Q1,0,2157,0,1,0,7,0
26021,2015,2015Q3,0,1090,0,1,0,8,0
26022,2015,2015Q4,0,1090,0,0,0,8,0
26023,2015,2015Q4,0,583,0,2,1,7,0
26024,2015,2015Q1,0,58,0,0,0,0,0
26025,2015,2015Q3,0,583,0,2,2,6,0
26026,2015,2015Q3,0,1029,0,1,0,8,0
26027,2015,2015Q2,0,228,0,0,0,2,0
26028,2015,2015Q4,0,1060,11,0,0,4,0
26029,2015,2015Q1,0,583,0,1,0,6,0
26030,2015,2015Q4,0,2156,0,0,0,4,0
26031,2015,2015Q3,0,2156,0,0,0,3,0
26032,2015,2015Q2,0,2156,1,0,0,6,0
26033,2015,2015Q1,0,2156,0,2,0,1,0
26034,2015,2015Q4,0,1032,0,1,0,3,0
26035,2015,2015Q3,0,1032,0,1,0,7,0
26036,2015,2015Q2,0,1032,0,1,0,5,0
26037,2015,2015Q1,0,1032,0,0,0,2,0
26038,2015,2015Q3,0,228,0,1,0,4,0
26039,2015,2015Q4,0,228,0,0,0,11,0
26040,2015,2015Q1,0,2268,0,1,0,6,0
26041,2015,2015Q2,0,583,0,3,0,5,0
26042,2015,2015Q4,0,597,0,2,2,4,0
26043,2015,2015Q4,0,273,0,1,0,10,0
26044,2015,2015Q4,0,1034,1,2,0,4,0
26045,2015,2015Q2,0,229,1,1,0,7,0
26046,2015,2015Q1,0,229,0,1,0,6,0
26047,2015,2015Q1,0,2263,1,1,0,2,0
26048,2015,2015Q2,0,2263,0,0,0,12,0
26049,2015,2015Q3,0,2263,0,0,0,3,0
26050,2015,2015Q4,0,2263,0,0,0,0,0
26051,2015,2015Q4,0,2159,4,1,0,2,0
26052,2015,2015Q2,0,1090,0,0,0,0,0
26053,2015,2015Q4,0,2265,0,0,0,8,0
26054,2015,2015Q3,0,229,0,2,0,5,0
26055,2015,2015Q1,0,2225,0,1,0,4,0
26056,2015,2015Q1,0,1090,0,0,0,0,0
26057,2015,2015Q3,0,2159,2,2,0,7,0
26058,2015,2015Q1,0,2159,0,2,0,3,0
26059,2015,2015Q1,0,597,0,1,0,3,0
26060,2015,2015Q2,0,597,1,1,1,4,0
26061,2015,2015Q3,0,597,0,1,2,6,0
26062,2015,2015Q1,0,2265,0,0,0,7,0
26063,2015,2015Q2,0,2265,0,0,0,3,0
26064,2015,2015Q3,0,2265,0,1,0,6,0
26065,2015,2015Q2,0,2159,2,2,0,7,0
26066,2015,2015Q4,0,229,0,2,0,3,0
26067,2015,2015Q2,0,2268,4,1,0,0,0
26068,2015,2015Q1,0,582,0,0,0,3,0
26069,2015,2015Q1,0,1034,0,2,0,4,0
26070,2015,2015Q4,0,2268,1,2,0,6,0
26071,2015,2015Q1,0,1095,0,2,0,3,0
26072,2015,2015Q4,0,276,3,0,0,7,0
26073,2015,2015Q4,0,2148,0,1,0,4,0
26074,2015,2015Q3,0,2148,0,1,1,3,0
26075,2015,2015Q2,0,2148,0,1,0,5,0
26076,2015,2015Q1,0,2148,0,1,0,3,0
26077,2015,2015Q4,0,2271,0,1,1,8,0
26078,2015,2015Q2,0,1095,0,1,0,3,0
26079,2015,2015Q3,0,2271,0,0,0,2,0
26080,2015,2015Q3,0,1095,0,0,0,6,0
26081,2015,2015Q4,0,582,0,0,0,2,0
26082,2015,2015Q3,0,582,0,0,0,5,0
26083,2015,2015Q2,0,1034,0,1,2,0,0
26084,2015,2015Q2,0,582,0,0,0,4,0
26085,2015,2015Q2,0,1030,0,1,0,2,0
26086,2015,2015Q4,0,2273,0,0,0,5,0
26087,2015,2015Q1,0,2276,1,0,0,5,0
26088,2015,2015Q2,0,2276,0,1,0,2,0
26089,2015,2015Q3,0,2276,0,1,0,6,0
26090,2015,2015Q4,0,2276,0,1,0,4,0
26091,2015,2015Q4,0,1095,0,1,0,5,0
26092,2015,2015Q3,0,2268,0,1,0,3,0
26093,2015,2015Q2,0,2271,0,1,0,5,0
26094,2015,2015Q4,1,2270,0,1,2,1,2
26095,2015,2015Q1,0,1092,0,3,0,4,0
26096,2015,2015Q2,0,2273,0,0,0,3,0
26097,2015,2015Q1,0,2273,0,0,0,3,0
26098,2015,2015Q2,0,1092,0,2,1,4,0
26099,2015,2015Q1,0,1093,0,0,0,2,0
26100,2015,2015Q2,0,1093,0,0,0,4,0
26101,2015,2015Q3,0,1093,0,0,0,5,0
26102,2015,2015Q4,0,1093,0,0,1,2,0
26103,2015,2015Q4,0,2151,0,0,0,1,0
26104,2015,2015Q3,0,2151,0,1,0,8,0
26105,2015,2015Q1,0,2271,0,0,0,3,0
26106,2015,2015Q2,0,2151,0,1,0,6,0
26107,2015,2015Q4,0,1030,1,2,0,6,0
26108,2015,2015Q3,0,1030,0,1,0,6,0
26109,2015,2015Q3,0,1092,0,4,0,2,0
26110,2015,2015Q4,0,1092,0,2,1,7,0
26111,2015,2015Q1,0,1030,0,1,0,4,0
26112,2015,2015Q2,0,276,2,0,0,7,0
26113,2015,2015Q3,0,2172,3,0,0,1,0
26114,2015,2015Q2,0,2270,0,1,1,4,0
26115,2015,2015Q3,0,2270,0,0,1,8,0
26116,2015,2015Q1,0,2151,0,1,0,10,0
26117,2015,2015Q3,0,273,0,2,0,3,0
26118,2015,2015Q4,0,2262,3,9,0,13,0
26119,2015,2015Q2,0,273,0,1,0,6,0
26120,2015,2015Q4,0,2254,0,0,0,7,0
26121,2015,2015Q1,0,1081,1,1,0,3,0
26122,2015,2015Q2,0,1081,1,1,0,1,0
26123,2015,2015Q2,0,2176,0,0,0,2,0
26124,2015,2015Q3,0,1081,0,1,0,4,0
26125,2015,2015Q1,0,2270,0,1,1,15,0
26126,2015,2015Q4,1,593,0,1,0,7,0
26127,2015,2015Q1,0,594,1,1,0,4,0
26128,2015,2015Q2,0,594,1,1,0,7,0
26129,2015,2015Q3,0,594,2,1,0,3,0
26130,2015,2015Q1,0,2177,0,0,0,3,0
26131,2015,2015Q4,0,594,0,1,0,4,0
26132,2015,2015Q2,0,2255,0,0,0,1,0
26133,2015,2015Q3,0,2255,3,0,0,2,0
26134,2015,2015Q4,0,2255,1,0,0,4,0
26135,2015,2015Q4,0,2176,0,0,0,7,0
26136,2015,2015Q3,0,593,0,1,0,3,0
26137,2015,2015Q3,0,1034,0,1,0,1,0
26138,2015,2015Q4,0,1081,0,1,1,8,0
26139,2015,2015Q3,0,276,4,0,0,4,0
26140,2015,2015Q3,0,2176,0,0,0,6,0
26141,2015,2015Q1,0,2176,0,0,0,3,0
26142,2015,2015Q2,0,2172,4,0,1,2,0
26143,2015,2015Q1,0,2255,4,1,0,1,0
26144,2015,2015Q1,0,2172,5,0,2,2,0
26145,2015,2015Q2,0,2177,0,0,0,2,0
26146,2015,2015Q4,0,2177,3,1,0,6,0
26147,2015,2015Q4,0,269,10,3,0,3,0
26148,2015,2015Q4,0,1047,0,1,0,7,0
26149,2015,2015Q3,0,1047,0,1,0,0,0
26150,2015,2015Q2,0,1047,0,1,0,1,0
26151,2015,2015Q1,0,1047,0,1,0,3,0
26152,2015,2015Q4,0,2172,3,0,2,9,0
26153,2015,2015Q4,0,2178,0,4,2,9,0
26154,2015,2015Q2,0,2178,0,6,1,3,0
26155,2015,2015Q1,0,2178,0,2,0,0,0
26156,2015,2015Q4,1,1040,0,0,0,4,0
26157,2015,2015Q3,0,2177,0,1,0,2,0
26158,2015,2015Q3,0,1040,2,0,0,5,0
26159,2015,2015Q1,0,1040,0,1,0,3,0
26160,2015,2015Q1,0,593,0,1,0,3,0
26161,2015,2015Q4,0,235,0,3,2,10,0
26162,2015,2015Q3,0,235,0,4,0,1,0
26163,2015,2015Q1,0,2254,0,0,0,2,0
26164,2015,2015Q2,0,2254,2,0,0,0,0
26165,2015,2015Q3,0,2178,0,5,2,3,0
26166,2015,2015Q1,0,276,1,0,0,3,0
26167,2015,2015Q3,0,2190,0,1,0,2,0
26168,2015,2015Q4,0,1021,0,1,0,8,0
26169,2015,2015Q3,0,2254,2,1,0,1,0
26170,2015,2015Q3,0,2314,6,0,0,7,0
26171,2015,2015Q4,0,584,0,1,0,12,0
26172,2015,2015Q3,0,584,0,1,0,3,0
26173,2015,2015Q1,0,1083,0,1,0,7,0
26174,2015,2015Q3,0,2261,0,0,1,3,0
26175,2015,2015Q1,0,1088,0,0,0,3,0
26176,2015,2015Q2,0,1088,0,0,0,4,0
26177,2015,2015Q3,0,1088,0,0,0,4,0
26178,2015,2015Q4,0,1088,0,0,0,11,0
26179,2015,2015Q4,0,2164,0,3,0,8,0
26180,2015,2015Q3,0,2164,0,4,0,1,0
26181,2015,2015Q1,0,273,0,1,0,2,0
26182,2015,2015Q2,0,1040,0,0,0,8,0
26183,2015,2015Q4,0,2261,0,1,0,10,0
26184,2015,2015Q2,0,2261,0,1,0,3,0
26185,2015,2015Q4,0,230,0,2,0,7,0
26186,2015,2015Q2,0,230,0,2,0,4,0
26187,2015,2015Q1,0,230,0,2,0,8,0
26188,2015,2015Q4,0,2162,0,1,0,2,0
26189,2015,2015Q3,0,2162,0,0,0,2,0
26190,2015,2015Q2,0,2162,2,0,0,4,0
26191,2015,2015Q1,0,2162,0,0,0,3,0
26192,2015,2015Q1,0,2262,4,7,0,1,0
26193,2015,2015Q2,0,2262,3,8,0,2,0
26194,2015,2015Q2,0,2164,0,4,0,5,0
26195,2015,2015Q1,0,2164,0,2,0,5,0
26196,2015,2015Q4,0,1994,0,1,0,5,0
26197,2015,2015Q3,0,2262,3,9,0,1,0
26198,2015,2015Q3,0,2169,0,1,10,2,0
26199,2015,2015Q2,0,2169,0,4,6,2,0
26200,2015,2015Q1,0,271,0,0,0,8,0
26201,2015,2015Q2,0,271,0,0,0,6,0
26202,2015,2015Q3,0,271,0,0,0,6,0
26203,2015,2015Q4,0,271,0,0,0,4,0
26204,2015,2015Q2,0,1083,0,0,0,5,0
26205,2015,2015Q3,0,1083,0,1,0,1,0
26206,2015,2015Q4,0,1083,0,0,0,4,0
26207,2015,2015Q2,0,584,0,3,0,14,0
26208,2015,2015Q1,0,584,0,3,0,5,0
26209,2015,2015Q1,0,2261,0,1,0,3,0
26210,2015,2015Q3,0,230,0,2,0,3,0
26211,2015,2015Q4,0,1039,8,1,0,11,0
26212,2015,2015Q3,0,2259,1,4,0,4,0
26213,2015,2015Q4,0,2259,0,4,2,5,0
26214,2015,2015Q3,0,1039,11,1,0,2,0
26215,2015,2015Q2,0,1039,4,2,0,2,0
26216,2015,2015Q4,1,232,0,1,0,10,0
26217,2015,2015Q3,0,232,0,1,0,2,0
26218,2015,2015Q1,0,1039,4,1,0,4,0
26219,2015,2015Q2,0,232,0,1,0,3,0
26220,2015,2015Q1,0,232,0,1,0,2,0
26221,2015,2015Q4,0,2169,0,3,0,8,0
26222,2015,2015Q1,0,2259,0,4,2,5,0
26223,2015,2015Q2,0,2259,1,4,2,4,0
26224,2015,2015Q1,0,2169,0,4,2,5,0
26225,2015,2015Q3,0,1080,0,0,0,2,0
26226,2015,2015Q1,0,2016,0,0,0,1,0
26227,2015,2015Q1,0,2010,0,0,0,9,0
26228,2015,2015Q1,0,2411,0,1,0,9,0
26229,2015,2015Q2,0,2411,0,1,0,9,0
26230,2015,2015Q3,0,2411,0,3,0,7,0
26231,2015,2015Q4,0,2411,2,1,0,6,0
26232,2015,2015Q4,0,2008,0,2,0,5,0
26233,2015,2015Q3,0,2008,0,2,0,4,0
26234,2015,2015Q2,0,2008,0,2,0,8,0
26235,2015,2015Q1,0,2008,0,1,0,8,0
26236,2015,2015Q4,0,945,0,0,0,4,0
26237,2015,2015Q3,0,2010,2,1,0,8,0
26238,2015,2015Q3,0,2348,11,1,0,0,0
26239,2015,2015Q2,0,2010,2,0,0,11,0
26240,2015,2015Q1,0,2412,0,2,0,4,0
26241,2015,2015Q2,0,2412,0,2,0,2,0
26242,2015,2015Q3,0,2412,0,2,0,3,0
26243,2015,2015Q4,0,2412,0,2,0,9,0
26244,2015,2015Q1,0,1185,0,0,0,3,0
26245,2015,2015Q2,0,1185,1,1,2,2,0
26246,2015,2015Q3,0,1185,1,0,1,2,0
26247,2015,2015Q4,0,1185,0,1,0,4,0
26248,2015,2015Q4,0,538,1,1,0,3,0
26249,2015,2015Q2,0,945,0,0,0,7,0
26250,2015,2015Q3,0,945,0,1,0,4,0
26251,2015,2015Q1,0,945,0,1,0,2,0
26252,2015,2015Q1,0,2348,12,1,0,1,0
26253,2015,2015Q3,0,538,1,1,2,2,0
26254,2015,2015Q1,0,637,0,1,0,3,0
26255,2015,2015Q4,0,2406,0,1,0,5,0
26256,2015,2015Q1,0,1184,0,0,0,5,0
26257,2015,2015Q2,0,1184,0,0,0,0,0
26258,2015,2015Q3,0,1184,0,0,0,9,0
26259,2015,2015Q4,0,1184,0,0,1,2,0
26260,2015,2015Q4,0,947,0,3,0,9,0
26261,2015,2015Q3,0,947,0,4,0,6,0
26262,2015,2015Q2,0,947,0,3,0,8,0
26263,2015,2015Q4,0,2010,0,0,0,4,10
26264,2015,2015Q1,0,2408,0,0,0,0,0
26265,2015,2015Q2,0,2016,0,1,0,1,0
26266,2015,2015Q1,0,540,0,0,0,7,0
26267,2015,2015Q3,0,2408,0,2,0,2,0
26268,2015,2015Q1,0,947,0,2,0,7,0
26269,2015,2015Q3,0,2013,1,1,0,5,0
26270,2015,2015Q2,0,2013,1,1,0,4,0
26271,2015,2015Q1,0,2013,3,1,0,2,0
26272,2015,2015Q4,0,540,0,0,0,5,0
26273,2015,2015Q3,0,540,0,0,0,4,0
26274,2015,2015Q2,0,540,0,1,2,5,0
26275,2015,2015Q2,0,2408,0,2,0,0,0
26276,2015,2015Q3,0,2016,2,1,0,3,0
26277,2015,2015Q4,0,1998,0,0,0,8,0
26278,2015,2015Q4,0,2408,0,2,1,14,0
26279,2015,2015Q4,0,2013,1,1,0,5,0
26280,2015,2015Q2,0,169,0,0,0,3,0
26281,2015,2015Q2,0,1998,0,2,0,2,0
26282,2015,2015Q4,0,629,1,3,1,3,0
26283,2015,2015Q1,0,2418,0,1,0,1,0
26284,2015,2015Q2,0,2418,0,1,0,8,0
26285,2015,2015Q3,0,2418,0,1,0,10,0
26286,2015,2015Q1,0,940,0,2,0,2,0
26287,2015,2015Q1,0,322,0,2,0,2,0
26288,2015,2015Q2,0,322,0,2,0,1,0
26289,2015,2015Q2,0,940,0,2,0,3,0
26290,2015,2015Q4,0,2418,0,1,0,4,0
26291,2015,2015Q4,0,322,0,1,0,2,0
26292,2015,2015Q1,0,1189,0,1,0,4,0
26293,2015,2015Q3,0,944,0,3,0,4,0
26294,2015,2015Q1,0,1994,0,1,0,3,0
26295,2015,2015Q2,0,1189,0,2,0,4,0
26296,2015,2015Q1,0,632,0,0,0,5,0
26297,2015,2015Q2,0,632,0,0,0,3,0
26298,2015,2015Q3,0,632,0,0,0,5,0
26299,2015,2015Q4,0,632,0,0,0,0,0
26300,2015,2015Q4,0,1993,2,2,0,2,0
26301,2015,2015Q3,0,322,0,1,0,6,0
26302,2015,2015Q3,0,1998,0,0,0,6,0
26303,2015,2015Q3,0,940,0,2,2,3,0
26304,2015,2015Q1,0,165,0,1,0,8,0
26305,2015,2015Q1,0,1998,1,3,0,2,0
26306,2015,2015Q3,0,1189,0,1,0,10,0
26307,2015,2015Q4,0,1189,0,1,0,4,0
26308,2015,2015Q2,0,1994,0,1,2,4,0
26309,2015,2015Q4,0,944,0,2,1,7,0
26310,2015,2015Q2,0,2400,8,4,0,2,0
26311,2015,2015Q2,0,2415,0,1,0,3,0
26312,2015,2015Q3,0,2415,0,1,2,3,0
26313,2015,2015Q1,0,944,0,3,0,3,0
26314,2015,2015Q2,0,538,1,1,2,5,0
26315,2015,2015Q1,0,538,0,2,0,2,0
26316,2015,2015Q4,0,940,1,2,0,6,0
26317,2015,2015Q4,0,2415,0,2,0,6,0
26318,2015,2015Q3,0,1996,0,2,0,3,0
26319,2015,2015Q2,0,1996,0,1,0,1,0
26320,2015,2015Q4,0,165,0,3,1,7,0
26321,2015,2015Q1,0,2415,0,1,0,3,0
26322,2015,2015Q2,0,944,0,3,2,2,0
26323,2015,2015Q3,0,165,0,2,1,5,0
26324,2015,2015Q3,0,2416,0,1,0,3,0
26325,2015,2015Q4,0,2416,0,0,0,7,0
26326,2015,2015Q2,0,165,0,1,1,5,0
26327,2015,2015Q4,0,1996,0,1,0,11,0
26328,2015,2015Q4,0,2016,10,1,0,12,0
26329,2015,2015Q4,0,321,0,1,0,3,0
26330,2015,2015Q1,0,167,0,3,0,6,0
26331,2015,2015Q4,0,313,1,2,0,6,0
26332,2015,2015Q3,0,170,0,3,0,7,0
26333,2015,2015Q1,0,2400,0,3,0,8,0
26334,2015,2015Q1,0,2416,0,1,0,4,0
