,yyyy,PerNo,PerStatus,sex,Job classification,Job level,Factory code,Layers of management,Work experience1,Work experience2,Work experience3,Work experience4,Work experience5,Project Hours,Project Numbers,Current project position,Percentage of Special project,Working place,Training hours A,Training hours B,Training hours C,Total production,Number of Honors,Promotion or Not Promotion,Promotion speed,Number of leave in recent three months A,Number of leave in the past year A,Number of leave in recent three months B,Number of leave in the past year B,Business Trip A,Business Trip B,Business Trip Concentration,Annual performance level A,Annual performance level B,Annual performance level C,Age level,Marital Status,Job tenure level A,Job tenure level B,Job tenure level C,Average number of years of work before employment,highest education level,Graduated School category,Graduated Department category,Family numbers,Commuting cost,Affiliated department,Work Overtime
1417,2018,3390,,0.0,1.0,4.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,1.0,5.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,5.0,4.0,1.0,2.0,2.0,0.0,0.0,2.0,4.0,6.0,1.0,8.0,14105.0,0
1418,2018,3393,,1.0,1.0,3.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,11.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,,4.0,5.0,2.0,8.0,20054.0,6
1419,2018,3394,,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,5.0,0.0,6.0,0.0,0.0,1.0,7.0,0.0,0.0,2.0,3.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,6.0,1.0,3.0,3.0,0.0,0.0,2.0,4.0,3.0,3.0,9.0,8181.0,0
1420,2018,3397,,0.0,2.0,7.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,1.0,2.0,0.0,6.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,6.0,1.0,4.0,2.0,4.0,1.0,,3.0,9.0,2.0,8.0,19035.0,0
1421,2018,3402,,1.0,1.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,10.0,1.0,5.0,1.0,7.0,1.0,2.0,4.0,5.0,0.0,8.0,20071.0,2
1422,2018,3404,,0.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,5.0,5.0,5.0,0.0,0.0,1.0,5.0,1.0,1.0,1.0,4.0,9.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,5.0,6.0,1.0,3.0,3.0,1.0,1.0,2.0,,9.0,3.0,9.0,16086.0,10
1423,2018,3406,,1.0,1.0,3.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,5.0,6.0,6.0,2.0,0.0,1.0,3.0,0.0,0.0,3.0,1.0,5.0,0.0,0.0,4.0,0.0,2.0,6.0,10.0,5.0,9.0,1.0,4.0,3.0,1.0,1.0,,4.0,7.0,3.0,8.0,14048.0,29
1424,2018,3409,,1.0,1.0,3.0,13.0,5.0,0.0,0.0,0.0,0.0,1.0,22.0,1.0,5.0,1.0,6.0,2.0,0.0,2.0,10.0,1.0,1.0,1.0,2.0,6.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,4.0,6.0,1.0,2.0,2.0,0.0,0.0,,4.0,3.0,0.0,8.0,13168.0,1
1425,2018,3412,,0.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0,6.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,7.0,0.0,0.0,2.0,1.0,2.0,10.0,10.0,4.0,8.0,1.0,5.0,5.0,0.0,0.0,2.0,4.0,1.0,2.0,9.0,4045.0,0
1426,2018,3413,,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,24.0,1.0,5.0,0.0,13.0,15.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,2.0,1.0,2.0,10.0,10.0,4.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,4.0,5.0,0.0,8.0,2029.0,2
1427,2018,3414,,0.0,1.0,7.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,6.0,1.0,0.0,0.0,1.0,8.0,1.0,0.0,1.0,2.0,6.0,0.0,0.0,2.0,0.0,1.0,5.0,2.0,5.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,7.0,11182.0,7
1428,2018,3415,,1.0,1.0,3.0,19.0,1.0,0.0,0.0,1.0,0.0,1.0,23.0,3.0,5.0,1.0,6.0,0.0,2.0,1.0,30.0,5.0,1.0,1.0,3.0,5.0,0.0,0.0,3.0,2.0,6.0,2.0,1.0,4.0,6.0,1.0,3.0,3.0,0.0,0.0,,,8.0,3.0,8.0,19166.0,1
1429,2018,3419,,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,1.0,1.0,24.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,10.0,10.0,5.0,7.0,2.0,3.0,3.0,0.0,0.0,2.0,,5.0,0.0,8.0,20089.0,5
1430,2018,3420,,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,2.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,2.0,11.0,1.0,5.0,5.0,0.0,0.0,,3.0,8.0,2.0,8.0,8157.0,0
1431,2018,3423,,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,5.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,6.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,2.0,6.0,2.0,1.0,1.0,0.0,0.0,,4.0,8.0,0.0,8.0,2177.0,0
1432,2018,3431,,1.0,1.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,24.0,5.0,5.0,1.0,6.0,0.0,1.0,1.0,3.0,2.0,0.0,3.0,1.0,4.0,0.0,0.0,3.0,1.0,2.0,3.0,9.0,5.0,10.0,1.0,6.0,2.0,7.0,2.0,,4.0,9.0,2.0,9.0,4045.0,0
1433,2018,3433,,1.0,1.0,4.0,13.0,1.0,1.0,0.0,0.0,0.0,1.0,14.0,1.0,2.0,1.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,1.0,0.0,2.0,10.0,9.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,4.0,3.0,0.0,8.0,13084.0,0
1434,2018,3440,,0.0,2.0,7.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,5.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,5.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,9.0,0.0,7.0,11063.0,1
1435,2018,3444,,0.0,2.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,3.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,2.0,12.0,1.0,7.0,7.0,1.0,1.0,3.0,3.0,8.0,2.0,8.0,8117.0,0
1436,2018,3445,,0.0,2.0,3.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,8.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,2.0,0.0,2.0,6.0,3.0,2.0,11.0,1.0,6.0,6.0,0.0,0.0,2.0,4.0,8.0,1.0,8.0,14195.0,0
1437,2018,3446,,1.0,1.0,3.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,6.0,5.0,2.0,5.0,0.0,0.0,1.0,22.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,6.0,1.0,4.0,11.0,1.0,6.0,5.0,1.0,1.0,2.0,4.0,3.0,0.0,8.0,16178.0,0
1438,2018,3448,,0.0,1.0,4.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,5.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,7.0,1.0,3.0,3.0,1.0,0.0,2.0,4.0,8.0,2.0,8.0,19166.0,0
1439,2018,3449,,1.0,1.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,1.0,5.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,2.0,6.0,0.0,0.0,1.0,0.0,1.0,7.0,9.0,5.0,11.0,1.0,6.0,6.0,0.0,0.0,,,8.0,2.0,8.0,8012.0,0
1440,2018,3450,,1.0,1.0,3.0,14.0,2.0,0.0,0.0,1.0,0.0,0.0,22.0,2.0,5.0,6.0,6.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,7.0,8.0,0.0,0.0,4.0,1.0,4.0,6.0,1.0,5.0,10.0,1.0,5.0,5.0,1.0,1.0,,,7.0,1.0,7.0,14048.0,0
1441,2018,3454,,1.0,1.0,7.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,5.0,0.0,0.0,1.0,8.0,0.0,0.0,2.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,5.0,6.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,5.0,1.0,9.0,18025.0,0
1442,2018,3455,,1.0,1.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,5.0,9.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,5.0,13.0,1.0,7.0,7.0,0.0,1.0,3.0,3.0,3.0,1.0,8.0,13147.0,0
1443,2018,3459,,1.0,1.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,4.0,6.0,0.0,0.0,1.0,0.0,1.0,10.0,10.0,4.0,5.0,2.0,3.0,3.0,0.0,0.0,2.0,4.0,5.0,0.0,8.0,5027.0,0
1444,2018,3462,,1.0,1.0,2.0,20.0,4.0,0.0,1.0,0.0,0.0,1.0,23.0,3.0,5.0,1.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,7.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,5.0,8.0,1.0,5.0,5.0,0.0,0.0,2.0,4.0,6.0,0.0,9.0,20192.0,0
1445,2018,3463,,1.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,5.0,4.0,5.0,0.0,2.0,1.0,4.0,1.0,0.0,2.0,2.0,9.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,4.0,7.0,1.0,2.0,2.0,0.0,0.0,,4.0,2.0,1.0,8.0,16178.0,0
1446,2018,3464,,1.0,1.0,3.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,22.0,6.0,5.0,1.0,6.0,7.0,0.0,2.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,9.0,4.0,5.0,1.0,3.0,3.0,0.0,0.0,2.0,4.0,9.0,1.0,8.0,12023.0,0
1447,2018,3465,,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,24.0,1.0,5.0,0.0,13.0,2.0,0.0,1.0,7.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,5.0,5.0,2.0,3.0,3.0,0.0,0.0,2.0,,6.0,0.0,9.0,2029.0,0
1448,2018,3468,,1.0,1.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,12.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,2.0,0.0,2.0,6.0,5.0,2.0,12.0,1.0,7.0,7.0,0.0,0.0,,4.0,8.0,1.0,14.0,8181.0,1
1449,2018,3469,,0.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,5.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,4.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,5.0,8.0,1.0,5.0,3.0,2.0,1.0,2.0,4.0,2.0,3.0,8.0,2169.0,9
1450,2018,3476,,1.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,1.0,0.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,8.0,0.0,0.0,1.0,1.0,1.0,10.0,1.0,5.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,4.0,3.0,0.0,8.0,13049.0,7
1451,2018,3479,,1.0,1.0,4.0,13.0,5.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,1.0,2.0,6.0,0.0,0.0,1.0,4.0,2.0,0.0,4.0,2.0,8.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,5.0,6.0,1.0,3.0,3.0,0.0,0.0,,,6.0,2.0,9.0,13034.0,1
1452,2018,3481,,0.0,1.0,7.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,4.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,8.0,1.0,9.0,19004.0,1
1453,2018,3484,,0.0,1.0,3.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,1.0,0.0,5.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,3.0,1.0,2.0,2.0,1.0,4.0,8.0,2.0,5.0,4.0,3.0,1.0,,4.0,2.0,0.0,9.0,16120.0,1
1454,2018,3488,,1.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,1.0,1.0,23.0,3.0,5.0,1.0,6.0,0.0,0.0,1.0,0.0,2.0,0.0,6.0,2.0,6.0,0.0,0.0,4.0,0.0,2.0,1.0,1.0,5.0,10.0,1.0,6.0,6.0,0.0,0.0,2.0,,3.0,2.0,8.0,19043.0,0
1455,2018,3489,,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,2.0,8.0,2.0,5.0,5.0,0.0,0.0,2.0,4.0,3.0,2.0,9.0,2029.0,0
1456,2018,3492,,0.0,2.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,3.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,8.0,0.0,0.0,1.0,0.0,1.0,5.0,8.0,5.0,6.0,1.0,4.0,3.0,1.0,1.0,,3.0,9.0,0.0,8.0,2180.0,1
1457,2018,3495,,1.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,8.0,6.0,0.0,0.0,1.0,2.0,2.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,10.0,1.0,5.0,4.0,2.0,3.0,2.0,4.0,8.0,2.0,8.0,19004.0,0
1458,2018,3497,,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,5.0,7.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,2.0,0.0,2.0,10.0,5.0,3.0,6.0,2.0,1.0,1.0,1.0,2.0,,4.0,8.0,0.0,8.0,8126.0,0
1459,2018,3498,,1.0,1.0,4.0,13.0,4.0,0.0,0.0,1.0,0.0,0.0,24.0,3.0,5.0,8.0,6.0,0.0,15.0,1.0,1.0,1.0,0.0,2.0,5.0,5.0,0.0,0.0,1.0,8.0,1.0,1.0,1.0,5.0,6.0,2.0,3.0,3.0,0.0,1.0,2.0,,3.0,1.0,12.0,13084.0,5
1460,2018,3499,,1.0,1.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,2.0,6.0,1.0,3.0,1.0,4.0,1.0,2.0,4.0,3.0,3.0,8.0,5027.0,0
1461,2018,3500,,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,6.0,6.0,0.0,0.0,5.0,0.0,6.0,5.0,1.0,2.0,7.0,2.0,4.0,2.0,4.0,4.0,,3.0,3.0,1.0,8.0,8142.0,9
1462,2018,3501,,1.0,1.0,2.0,20.0,4.0,0.0,1.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,4.0,1.0,0.0,4.0,4.0,7.0,0.0,0.0,1.0,0.0,0.0,3.0,8.0,5.0,11.0,1.0,5.0,3.0,5.0,3.0,,1.0,6.0,2.0,8.0,20069.0,0
1463,2018,3502,,1.0,1.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,1.0,22.0,1.0,1.0,0.0,6.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,4.0,5.0,2.0,2.0,2.0,0.0,0.0,,4.0,6.0,2.0,8.0,20123.0,7
1464,2018,3503,,0.0,2.0,7.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,19.0,3.0,5.0,1.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,5.0,11.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,2.0,7.0,1.0,4.0,2.0,4.0,1.0,,,9.0,0.0,8.0,19036.0,1
1465,2018,3507,,0.0,1.0,7.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,7.0,0.0,0.0,1.0,0.0,0.0,10.0,8.0,2.0,5.0,2.0,1.0,1.0,1.0,0.0,2.0,,6.0,0.0,8.0,20184.0,0
1466,2018,3510,,1.0,1.0,7.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,5.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,2.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,,3.0,2.0,8.0,19039.0,1
1467,2018,3514,,1.0,1.0,4.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,2.0,1.0,0.0,1.0,1.0,7.0,1.0,0.0,3.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,5.0,6.0,2.0,3.0,3.0,0.0,0.0,2.0,4.0,6.0,1.0,9.0,11182.0,2
1468,2018,3515,,0.0,2.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,3.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,10.0,4.0,2.0,13.0,1.0,9.0,8.0,2.0,2.0,,3.0,9.0,2.0,8.0,8117.0,0
1469,2018,3516,,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,2.0,11.0,1.0,6.0,6.0,2.0,2.0,3.0,3.0,6.0,1.0,8.0,8181.0,0
1470,2018,3520,,0.0,1.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,24.0,3.0,5.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,9.0,5.0,7.0,2.0,2.0,1.0,3.0,1.0,,4.0,2.0,0.0,8.0,2177.0,8
1471,2018,3521,,1.0,1.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,24.0,2.0,3.0,2.0,13.0,4.0,1.0,0.0,3.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,6.0,2.0,6.0,1.0,5.0,4.0,7.0,1.0,3.0,3.0,1.0,1.0,,4.0,2.0,0.0,8.0,2149.0,6
1472,2018,3524,,1.0,1.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,1.0,12.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,3.0,6.0,9.0,0.0,0.0,2.0,0.0,3.0,1.0,4.0,5.0,6.0,2.0,2.0,2.0,0.0,0.0,,,3.0,0.0,9.0,9132.0,4
1473,2018,3525,,1.0,1.0,7.0,18.0,1.0,0.0,1.0,0.0,0.0,0.0,22.0,2.0,5.0,0.0,6.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,4.0,6.0,0.0,0.0,1.0,0.0,1.0,10.0,8.0,5.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,,5.0,0.0,10.0,18025.0,17
1474,2018,3526,,0.0,1.0,3.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,2.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,10.0,0.0,0.0,2.0,1.0,3.0,6.0,1.0,5.0,11.0,1.0,5.0,2.0,5.0,2.0,2.0,5.0,9.0,0.0,9.0,12113.0,1
1475,2018,3527,,1.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,5.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,7.0,2.0,8.0,1.0,4.0,4.0,0.0,0.0,2.0,,3.0,2.0,8.0,4045.0,4
1476,2018,3528,,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,2.0,0.0,6.0,10.0,8.0,5.0,9.0,1.0,2.0,1.0,3.0,1.0,2.0,4.0,9.0,1.0,8.0,14067.0,8
1477,2018,3533,,0.0,2.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,5.0,6.0,2.0,4.0,4.0,0.0,1.0,2.0,,5.0,1.0,8.0,20054.0,0
1478,2018,3534,,1.0,1.0,3.0,18.0,6.0,0.0,0.0,0.0,0.0,1.0,24.0,2.0,1.0,1.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,2.0,0.0,8.0,2.0,1.0,4.0,7.0,2.0,4.0,4.0,0.0,0.0,2.0,3.0,5.0,0.0,8.0,18111.0,3
1479,2018,3535,,0.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,3.0,2.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,8.0,2098.0,2
1480,2018,3536,,1.0,1.0,3.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,1.0,6.0,0.0,0.0,1.0,9.0,1.0,0.0,1.0,4.0,6.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,4.0,8.0,1.0,4.0,2.0,4.0,1.0,2.0,,3.0,0.0,8.0,13084.0,0
1481,2018,3538,,0.0,1.0,2.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,1.0,0.0,6.0,0.0,4.0,1.0,1.0,0.0,0.0,4.0,4.0,8.0,0.0,0.0,2.0,2.0,3.0,3.0,1.0,4.0,10.0,1.0,5.0,5.0,0.0,0.0,,4.0,3.0,1.0,8.0,14193.0,0
1482,2018,3541,,0.0,1.0,7.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,5.0,1.0,5.0,0.0,0.0,1.0,6.0,0.0,0.0,4.0,4.0,6.0,0.0,0.0,1.0,0.0,1.0,5.0,10.0,2.0,9.0,1.0,5.0,5.0,1.0,1.0,,3.0,3.0,2.0,8.0,16143.0,9
1483,2018,3546,,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,6.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,9.0,1.0,4.0,3.0,2.0,2.0,,4.0,8.0,2.0,8.0,14067.0,1
1484,2018,3549,,1.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,4.0,2.0,13.0,1.0,7.0,7.0,2.0,0.0,3.0,3.0,6.0,2.0,7.0,2169.0,0
1485,2018,3551,,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,5.0,2.0,6.0,0.0,0.0,1.0,2.0,1.0,0.0,5.0,1.0,7.0,0.0,0.0,2.0,0.0,1.0,1.0,9.0,2.0,13.0,1.0,7.0,7.0,0.0,1.0,3.0,3.0,8.0,0.0,8.0,13049.0,5
1486,2018,3552,,1.0,1.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,6.0,1.0,4.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,5.0,8.0,1.0,4.0,2.0,3.0,1.0,2.0,,9.0,1.0,8.0,12030.0,1
1487,2018,3553,,1.0,1.0,4.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,5.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,2.0,1.0,4.0,1.0,9.0,2.0,6.0,1.0,2.0,1.0,1.0,1.0,,4.0,3.0,1.0,10.0,12113.0,2
1488,2018,3556,,0.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,6.0,0.0,0.0,1.0,0.0,3.0,2.0,7.0,5.0,12.0,2.0,7.0,5.0,4.0,1.0,,3.0,8.0,0.0,13.0,14057.0,3
1489,2018,3558,,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,5.0,6.0,6.0,0.0,0.0,1.0,25.0,0.0,0.0,6.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,10.0,4.0,5.0,10.0,2.0,5.0,5.0,1.0,1.0,,4.0,8.0,0.0,8.0,8074.0,0
